pct_carrier_delay,pct_atc_delay,pct_weather_delay,airline
6.289256198,36.31404959,1.008264463,Alaska
3.736263736,1.098901099,1.098901099,Alaska
1.746121298,3.055007052,0.1861777151,Alaska
5.124463519,4.128755365,0.3733905579,Alaska
0.9344262295,3.163934426,2.114754098,Alaska
3.5,2.172043011,0.03225806452,Alaska
2.010830325,5.083032491,0.2924187726,Alaska
1.818181818,1.381818182,1.545454545,Alaska
2.262920673,4.798978365,0.2914663462,Alaska
1.796747967,32.11382114,0.8130081301,Alaska
4.141304348,2.434782609,1.510869565,Alaska
3.412371134,5.845360825,0.5154639175,Alaska
7.423728814,3.084745763,0,Alaska
2.572327044,3.559748428,0.5597484277,Alaska
3.225806452,0,0,Alaska
1.639344262,1.114754098,0,Alaska
3.655737705,1.639344262,3.147540984,Alaska
10.36585366,8.817073171,0.1504065041,Jet Blue
5.383257403,9.165148064,0.1133257403,Jet Blue
5.817391304,6.8,0.1217391304,Jet Blue
10.78807947,2.847682119,0,Jet Blue
10.91511936,3.628647215,0.3872679045,Jet Blue
8.245614035,3.456140351,0.2807017544,Jet Blue
6.275862069,4.560344828,1.551724138,Jet Blue
12.36296296,4.051851852,0.7333333333,Jet Blue
4.792207792,2.87012987,0.5714285714,Jet Blue
7.773170732,15.79756098,0,Jet Blue
7.919191919,8.283670034,0.3367003367,Jet Blue
7.650793651,6.349206349,0,Jet Blue
6.908188586,5.066997519,0,Jet Blue
6.72406181,6.313465784,0.05518763797,Jet Blue
12.66666667,10.02777778,0.4907407407,Jet Blue
4.853405995,9.825885559,0.2386920981,Jet Blue
7.509090909,5.178181818,0.3781818182,Jet Blue
1.677419355,3.247311828,0.1075268817,Jet Blue
7.756363636,8.483636364,0.07272727273,Jet Blue
2.871991247,3.781181619,0.3347921225,Jet Blue
7.687804878,10.50731707,0.1487804878,Jet Blue
6.5,8.444444444,0.0462962963,Jet Blue
4.171296296,3.925925926,0.9814814815,Jet Blue
5.238709677,13.33548387,0.2451612903,Jet Blue
8.803603604,8.088288288,0.1801801802,Jet Blue
7.606741573,4.168539326,0.7865168539,Jet Blue
9.510638298,10.57446809,0.9787234043,Jet Blue
9.652173913,0.7934782609,0,Jet Blue
5.098360656,7.786885246,0.1147540984,Jet Blue
10.575,1.983333333,0,Jet Blue
8.0703125,8.9375,0,Jet Blue
6.769230769,5.335164835,0.0989010989,Jet Blue
7.019607843,3.849673203,0.1699346405,Jet Blue
8.310843373,9.660240964,0.9638554217,Jet Blue
1.72826087,4.793478261,0,Jet Blue
4.258333333,3.058333333,0.8333333333,Jet Blue
4.624605678,21.32492114,0.3154574132,Jet Blue
7.953488372,4.255813953,0,Jet Blue
8.995735608,6.076759062,0.5053304904,Jet Blue
7.430107527,5.817204301,0,Jet Blue
7.518518519,3.12345679,0.7530864198,Jet Blue
5.951612903,7.725806452,0,Jet Blue
8.322580645,3.516129032,0,Jet Blue
12.35526316,3.059210526,0,Jet Blue
8.397769517,11.62081784,0.5167286245,Jet Blue
4.226890756,4.092436975,1.672268908,Delta
0,50,0,Delta
11.43076923,5.307692308,0,Delta
3.645994019,7.346529199,0.5797261136,Delta
4.545454545,4.545454545,0.09090909091,Delta
2.527777778,4.111111111,0,Delta
7.12804878,6.713414634,0.7256097561,Delta
6.203703704,1.296296296,0.6481481481,Delta
2.068965517,0.4827586207,3.448275862,Delta
7.684210526,1.438596491,0,Delta
3.63125,8.3,1.0875,Delta
0,7.01754386,0,Delta
4.628072958,11.16732752,1.436161776,Delta
2.547738693,9.442211055,0.527638191,Delta
9.953333333,8.648333333,0.3716666667,Delta
13.63636364,4.545454545,0,Delta
3.518518519,4.944444444,0.3518518519,Delta
5.607843137,9.016339869,0.568627451,Delta
9.497890295,7.286919831,0.8565400844,Delta
15.58064516,3.774193548,0,Delta
3.310096154,4.192307692,0.7391826923,Delta
2.161290323,2.387096774,1.225806452,Delta
2.152542373,1.694915254,0.2203389831,Delta
7.128293242,9.449026346,0.7777777778,Delta
5.428143713,4.218562874,0.9026946108,Delta
2.52393617,6.640957447,0.4414893617,Delta
25,25,0,Delta
4.825170732,5.567804878,0.3131707317,Delta
5.303571429,4.089285714,0.7857142857,Delta
1.580645161,7.677419355,0,Delta
5.223502304,16.66129032,1.760368664,Delta
0.3225806452,18,1.032258065,Delta
11.83783784,4.324324324,1.351351351,Delta
6.443726937,8.628228782,0.5987084871,Delta
4.911764706,8.411764706,0,Delta
7.307692308,4.205128205,0.5555555556,Delta
7.407407407,3.703703704,0,Delta
7.766233766,6.935064935,0,Delta
6.945945946,10.94594595,0,Delta
0,20,0,Delta
1.027777778,8.333333333,0,Delta
11.14285714,57.95238095,0.1098901099,Delta
5.592592593,1.814814815,0,Delta
4.020725389,8.373056995,0.5595854922,Delta
2.927659574,5.038297872,0.1787234043,Delta
7.655737705,6.981264637,0,Delta
3.846153846,7.692307692,0,Delta
6.913043478,6.434782609,0,Delta
4.194805195,4.407792208,0.4467532468,Delta
4.861858191,12.4700489,0.9052567237,Delta
9.526315789,35.47368421,0,Delta
5.52537594,5.267857143,1.819548872,Delta
5.015748031,4.185695538,0.4120734908,Delta
4.336309524,8.31547619,1.909722222,Delta
3.75,31.8,0,Delta
5.392156863,2.156862745,0,Delta
2,3.2,0,Delta
5.443850267,7.532085561,0.6069518717,Delta
7.351001939,7.125404008,0.5442792502,Delta
4.694300518,5,0.8860103627,Delta
4.925925926,3.563869992,0.4346182918,Delta
7.308641975,9.469135802,0.5061728395,Delta
6.928169014,9.954929577,0.961971831,Delta
7.748129676,7.623441397,0.3765586035,Delta
4.62962963,3.888888889,3.703703704,Delta
24,9.333333333,0,Delta
13.33816425,5.198067633,0.1256038647,Delta
5.12411082,5.326095095,0.2938974167,Delta
6.015086207,4.857758621,0.4806034483,Delta
0,0,0,Delta
0,2.971428571,0,Delta
9.106060606,38.8030303,0.5757575758,Delta
9.203703704,7.518518519,0,Delta
13.90322581,5.451612903,0,Delta
7.181818182,7.827852998,1.47582205,Delta
5.837320574,6.33492823,0.4976076555,Delta
6.599662162,8.915540541,0.3310810811,Delta
6.142857143,2.857142857,0.762987013,Delta
5.782608696,2.913043478,0,Delta
7.580536913,12.84060403,1.411073826,Delta
5.449612403,4.858914729,0.5782945736,Delta
11.72131148,11.70491803,2.598360656,Delta
4.23030303,3.866666667,0.5939393939,Delta
4.565217391,5.652173913,0,Delta
13.4,10.45714286,0,Delta
6.892857143,0,0,Delta
5.814058957,6.863945578,1.256235828,Delta
4.782426778,2.380753138,0.8368200837,Delta
4.192307692,2.865384615,0,Delta
2.125,6.732142857,0.2321428571,Delta
6.908116386,7.316998469,0.3675344564,Delta
5.18134715,5.953367876,0.8212435233,Delta
2.892156863,5.142156863,1.406862745,Delta
4.428571429,3.369047619,0.1130952381,Delta
12.82608696,1.434782609,4.347826087,Delta
6.358118361,2.001517451,0.3793626707,Delta
5.247761194,9.904477612,4.749253731,Delta
4.421052632,1.381578947,0,Delta
4.929752066,5.181818182,0.2561983471,Delta
4.204440333,3.369102683,0.4495837188,Delta
6.413173653,1.880239521,0,Delta
3.449511401,5.517915309,0.5928338762,Delta
5.595505618,3.764044944,0,Delta
6.496815287,5.347133758,0.3184713376,Delta
4.413333333,10.96,0.4,Delta
14.28571429,0,0,Delta
50,0,0,Delta
0.07407407407,0,0,Delta
6.942969518,6.111111111,0.5191740413,Delta
3.949367089,9.405063291,3,Delta
3.611111111,0.5416666667,0,United
10.36734694,0.9183673469,0,United
8.06557377,8.196721311,0,United
10.12903226,0.935483871,1.225806452,United
5.440251572,2.408805031,0.6289308176,United
1.851851852,0.2592592593,1.851851852,United
4.127659574,1.553191489,0,United
4.035384615,9.801538462,0.03076923077,United
15.46153846,9.230769231,3.179487179,United
2.717647059,3.432352941,0.2617647059,United
15.12068966,2.620689655,1.086206897,United
5.983333333,2.15,0.9166666667,United
10.94805195,1.974025974,1.298701299,United
9.925925926,3.333333333,2.222222222,United
4.190243902,3.780487805,0.07317073171,United
2.903472374,3.110504477,0.4009609085,United
3.152610442,3.871485944,0.03614457831,United
5.714285714,1.846153846,1.747252747,United
4.388888889,9.25,2.416666667,United
2.532258065,0.6935483871,0,United
3.955172414,13.49310345,0,United
5.620689655,5.724137931,0,United
1.24137931,2.206896552,0,United
6.037037037,13.2962963,0,United
0,10,0,United
0.7580645161,4.387096774,0.4516129032,United
10.20074349,33.86988848,0.2453531599,United
4.257567711,4.928836962,0.1853425385,United
3.04137931,2.693103448,0.5034482759,United
3.225806452,1.35483871,0,United
4.242424242,4.484848485,2.575757576,United
5.285714286,1.571428571,0,United
0.9464285714,7.619897959,0,United
5.267241379,23.0862069,0,United
4.062138728,4.76734104,0.1921965318,United
3.221942627,3.015601409,0.1917463513,United
3.984924623,9.042713568,0.283919598,United
5.173333333,31.53333333,0,United
7.561643836,3.141552511,0.1598173516,United
3.069860279,2.616766467,0.3313373253,United
7.580645161,18.09677419,0,United
6.571428571,6.214285714,0,United
4.620178042,2.272997033,0.3412462908,United
3.919191919,3.060606061,0.6565656566,United
0,0,0,United
2.396551724,1.327586207,0,United
6.598726115,19.50955414,0,United
3.595238095,1.607142857,0.4523809524,United
2.379310345,2.522167488,0.2315270936,United
2.305882353,4.505882353,0,United
3.209358128,5.181763647,0.2827434513,United
3.856697819,1.193146417,0.199376947,United
3.762376238,7.696369637,0.2475247525,United
3.419724771,1.667431193,0.5733944954,United
7.7125,3.65625,0,United
3.225806452,0,0,United
3.6,12.11428571,0.2857142857,United
1.724137931,0,0,United
8.035714286,1.821428571,0,United
3.894736842,1.789473684,0,United
7.451612903,10.19354839,2.064516129,United
3.526678141,2.714285714,0.6712564544,United
5.290322581,11.58064516,0,United
2.854578097,0.4272890485,0.1346499102,United
2.770744506,14.86618563,0.3574942604,United
3.05952381,2.261904762,0,United
6.98989899,2.98989899,1.01010101,United
4.293103448,0.1206896552,2.293103448,United
2.561497326,0.6203208556,0,United
2.934169279,1.978056426,0.2789968652,United
7.142857143,7.142857143,0,United
2.69379845,3.53875969,0.1201550388,United
4.714285714,4.326530612,1.12244898,United
3.225806452,0,0,United
5.103703704,1.301010101,0.2282828283,Southwest
10.28571429,2.331536388,0,Southwest
4.143356643,1.339160839,1.804195804,Southwest
7.438185808,1.827359181,0.1602048281,Southwest
11.63111111,2.657777778,0.8377777778,Southwest
7.307917889,2.718475073,0.4296187683,Southwest
5.445783133,3.290662651,0.8860441767,Southwest
4.180751174,1.009389671,0.4718309859,Southwest
10.39845758,7.406169666,2.393316195,Southwest
10.03669725,5.353211009,0.369266055,Southwest
4.139141743,0.9752925878,0.2652795839,Southwest
4.683816863,4.72325476,0.7377606528,Southwest
9.82,3.555,0.2975,Southwest
9.136075949,4.748417722,0.4193037975,Southwest
4.552238806,0.3507462687,1.492537313,Southwest
2.841029947,1.483907081,0.3996641478,Southwest
4.243946731,3.085048426,0.3371670702,Southwest
7.775656325,4.949880668,0.23150358,Southwest
5.282249173,1.707828004,0.06394707828,Southwest
7.062020906,3.999303136,0.8383275261,Southwest
3.847457627,0.1719128329,0,Southwest
4.097192225,2.444654428,0.2470302376,Southwest
4.247491639,1.722408027,0.3344481605,Southwest
11.26460481,3.993127148,1.577319588,Southwest
9.032537961,3.09978308,0.2668112798,Southwest
8.212634823,3.265023112,0.4576271186,Southwest
9.691943128,2.473933649,0.3744075829,Southwest
6.707360862,2.439856373,0.6122082585,Southwest
2.981686138,3.203347016,1.288285444,Southwest
4.748371083,3.299720757,0.2851380701,Southwest
5.84244373,1.324758842,1.112540193,Southwest
10.02892562,11.69008264,3.227272727,Southwest
7.761904762,4.253132832,0.2706766917,Southwest
8.255555556,1.514814815,0.7037037037,Southwest
7.136550912,1.603296057,0.3231312537,Southwest
4.717684659,3.766690341,0.4073153409,Southwest
5.103626943,5.065112263,0.8780656304,Southwest
5.931464174,3.682242991,0.7009345794,Southwest
5.953678474,5.152588556,0.4005449591,Southwest
8.494535519,3.418032787,0.3360655738,Southwest
7.291626564,2.964388835,0.1164581328,Southwest
4.174488189,2.458582677,0.2365354331,Southwest
10.70686456,1.864564007,0.8051948052,Southwest
7.240184758,2.909930716,0.1200923788,Southwest
5.491042345,1.285016287,0.154723127,Southwest
10.56304985,0.935483871,0.293255132,Southwest
9.641833811,2.561604585,1.40974212,Southwest
4.501513623,1.020181635,0.1120080727,Southwest
5.263504611,4.687747036,0.9169960474,Southwest
3.557921975,1.998208599,0.4088375796,Southwest
9.224637681,5.286231884,0.07246376812,Southwest
6.385714286,3.496428571,0.305952381,Southwest
8.691919192,2.333333333,0.2525252525,Southwest
3.832807571,0.7917981073,0.3186119874,Southwest
9.221854305,2.264900662,0.2516556291,Southwest
4.49636099,2.084788937,0.5101892285,Southwest
6.418026418,2.361305361,0.1445221445,Southwest
10.61971831,3.321596244,0.720657277,Southwest
5.842332613,0.6457883369,0.2159827214,Southwest
4.909018987,21.54272152,3.378164557,Southwest
3.90550414,2.267413541,0.3161227472,Southwest
6.234042553,1.303191489,0.3226950355,Southwest
4.257712387,1.73706692,0.4337921215,Southwest
3.394656489,1.717557252,0.7625954198,Southwest
6.458439572,3.191738909,0.5568587455,Southwest
5.98771847,4.152574398,0.4331601323,Southwest
6.561586639,1.853862213,0.4989561587,Southwest
5.998151571,1.471349353,0.3826247689,Southwest
10.28828829,4.846846847,1.054054054,American
6.773109244,6.170168067,1.735294118,American
7.697520661,3.885950413,1.723966942,American
11.38970588,3.610294118,0.2573529412,American
13.5952381,2.238095238,0.4761904762,American
8.244648318,4.183486239,1.128440367,American
8.809356725,13.77192982,2.251461988,American
9.912621359,7.13592233,1.699029126,American
9.246963563,4.850202429,1.186234818,American
8.976190476,7.73015873,0.3333333333,American
11.6125,9.375,0.3,American
7.237410072,3.122302158,0.5611510791,American
8.961538462,1.076923077,1.25,American
6.788511749,3.621409922,0.774151436,American
9.23255814,4.160676533,1.450317125,American
3.793330519,6.349345715,0.7191219924,American
10.34042553,5.643617021,1.239361702,American
14.28977273,5.931818182,4.028409091,American
11.12653061,2.224489796,1.473469388,American
3.944584383,10.09571788,1.911838791,American
17.01785714,2.357142857,1.339285714,American
10.1496063,8.12992126,2.531496063,American
8.607142857,7.535714286,2.75,American
14.95,5.15,4.016666667,American
15.42857143,22.32653061,2.617346939,American
7.898734177,3.658227848,1.46835443,American
9.250764526,8.259938838,0.3058103976,American
8.656826568,6.911439114,1.151291513,American
5.2,1.063636364,1.145454545,American
9.517730496,9.546099291,1.368794326,American
9.925925926,6.111111111,6.944444444,American
11.35514019,5.308411215,1.299065421,American
6.998873874,8.057432432,0.6948198198,American
11.33333333,24.25,0,American
10.73745819,4.429765886,1.329431438,American
7.78779473,6.67961165,1.172907998,American
4.544871795,8.726762821,1.499198718,American
6.888888889,24.19444444,0,American
8.792682927,5.286585366,2.100609756,American
13.19940476,5.657738095,1.363095238,American
5.310077519,4.782945736,2.162790698,American
12.68518519,6.814814815,0.9722222222,American
7.189556293,8.307878056,1.38001811,American
8.885085575,6.621026895,2.875305623,American
8.083601286,6.479099678,1.311897106,American
8.833333333,5.083333333,0,American
9.572916667,15.6875,1.6875,American
13.68393782,4.435233161,1.715025907,American
6.227941176,5.522058824,0.9191176471,American
12.27927928,3.792792793,1.765765766,American
4.245614035,12.1125,0.6035087719,American
17.13461538,2.557692308,1.788461538,American
9.189873418,11.06329114,3.107594937,American
10.02678571,7.517857143,1.008928571,American
6.696569921,7.606860158,1.153034301,American
8.938914027,4.583710407,2.563348416,American
12.19642857,9.25,1.696428571,American
14.47328244,5.946564885,2.778625954,American
12.09090909,4.016835017,2.205387205,American
6.303797468,1.101265823,2.430379747,American
16.32352941,5.833333333,2.656862745,American
5.361445783,6.265060241,2.439759036,American
11.83887468,4,2.373401535,American
9.076595745,4.527659574,1.491489362,American
9.9125,0.6875,0.4375,American
7.369318182,3.946022727,2.207386364,American
6.104664391,18.46416382,1.407281001,American
9.82629108,4.107981221,1.82629108,American
12.70550162,8.970873786,1.074433657,American
11.71875,5.255208333,3.380208333,American
13.66666667,4.513513514,2.396396396,American
10.34604905,4.010899183,1.155313351,American
9.020971302,4.004415011,1.239514349,American
10.66666667,9.722222222,2.314814815,American
6.375,8.575,0,American
10.31779661,5.025423729,1.836864407,American
13.17857143,3.151785714,2.075892857,American
9.082706767,4.19924812,2.928571429,American
7.441176471,0.3970588235,1.455882353,American
8.25,4.25,0,Alaska
5.711538462,5.307692308,0.5192307692,Alaska
2.423350254,2.214213198,0.4507614213,Alaska
3.571428571,0.6785714286,2.892857143,Alaska
2.6875,3.5625,0,Alaska
6.175,3.225,0,Alaska
0,0,0,Alaska
3.156862745,17.58823529,0.8235294118,Alaska
2.90625,3.015625,3.125,Alaska
2.375,1.375,0,Alaska
4.107142857,3.267857143,0.7321428571,Alaska
5.488095238,6.154761905,0,Alaska
2.528846154,5.403846154,0,Alaska
3.517857143,10.98214286,0,Alaska
6.178571429,4.535714286,1.785714286,Alaska
3.600694444,2.319444444,1.635416667,Alaska
1.2,1.7875,0,Alaska
4.178571429,17.60714286,1.107142857,Alaska
0,0,0,Alaska
2.782608696,5.757246377,2.829710145,Alaska
7.8,34.7,2.5,Alaska
1.952380952,1.755952381,1.333333333,Alaska
3.786476868,2.740213523,0,Alaska
2.895408163,3.270408163,0,Alaska
1.5,30.64285714,0,Alaska
7.142857143,1.785714286,0,Alaska
2.857142857,0.7142857143,0,Alaska
4.730769231,16.42307692,0,Alaska
3.435897436,0.8397435897,0,Alaska
0.6785714286,38.63095238,4.738095238,Alaska
2.369047619,4.178571429,2.571428571,Alaska
5.7,5.55,0,Alaska
0.4864864865,32.93693694,0.9009009009,Alaska
2.380952381,2.785714286,0,Alaska
2.833073323,3.482059282,0.02496099844,Alaska
4.9,2.719047619,0,Alaska
0,1.535714286,7.285714286,Alaska
2.511904762,1.630952381,0,Alaska
2.286290323,3.419354839,0,Alaska
2.211538462,0.5961538462,0,Alaska
2.627281779,3.791901759,0.1559907069,Alaska
3.818181818,36.32727273,0.3954545455,Alaska
4.69047619,0.9642857143,0.5357142857,Alaska
3.770949721,4.033519553,1.117318436,Alaska
6.416666667,2.175925926,0,Alaska
2.433098592,1.799295775,0,Alaska
3.142857143,4,0,Alaska
1.785714286,1.910714286,3.196428571,Alaska
0.5178571429,4.75,0.375,Alaska
7.692307692,10.41176471,1.081447964,Jet Blue
6.486039886,9.558974359,0.5452991453,Jet Blue
8.702380952,11.5952381,2.976190476,Jet Blue
14.5942029,8.514492754,1.956521739,Jet Blue
8.197368421,4.465789474,1.386842105,Jet Blue
7.098901099,1.450549451,1.857142857,Jet Blue
1.934579439,1.61682243,0.2523364486,Jet Blue
10.17322835,7.204724409,1.669291339,Jet Blue
8.272727273,3.077922078,0.06493506494,Jet Blue
6.570351759,7.716080402,0,Jet Blue
9.022887324,10.49647887,0.8978873239,Jet Blue
2.160714286,1.714285714,1.785714286,Jet Blue
9.308333333,4.469444444,0.05,Jet Blue
6.844827586,4.655172414,0.4655172414,Jet Blue
18.31428571,7.580952381,3.295238095,Jet Blue
5.608352804,9.012850467,0.289135514,Jet Blue
7.926829268,5.142276423,0.5853658537,Jet Blue
1.595238095,5.738095238,1.297619048,Jet Blue
6.368,10.92,0.668,Jet Blue
5.186104218,6.400744417,0.4243176179,Jet Blue
11.36767169,12.7118928,0.8685092127,Jet Blue
7.066666667,10.99047619,0.5714285714,Jet Blue
5.707692308,4.769230769,1.025641026,Jet Blue
5.604316547,15.74820144,1.438848921,Jet Blue
11.23843416,12.87544484,1.508896797,Jet Blue
15.28915663,3.987951807,0.4578313253,Jet Blue
11.69387755,3.714285714,2.612244898,Jet Blue
7.202380952,5.535714286,2.083333333,Jet Blue
9.654545455,5.6,0.7636363636,Jet Blue
8.842592593,5.287037037,1.814814815,Jet Blue
8.674603175,6.246031746,2.563492063,Jet Blue
7.257668712,5.098159509,0.1779141104,Jet Blue
10.66906475,5.323741007,1.474820144,Jet Blue
10.21363636,9.015909091,0.9840909091,Jet Blue
5.432098765,3.037037037,1.234567901,Jet Blue
8.37037037,2.416666667,0.9259259259,Jet Blue
6.602693603,24.20538721,0.9831649832,Jet Blue
0,0,3.571428571,Jet Blue
11.385,7.98,1.5775,Jet Blue
7.226190476,7.202380952,1.19047619,Jet Blue
5.2375,7.5125,0.2625,Jet Blue
7.660714286,11.64285714,1.785714286,Jet Blue
15.16071429,2.946428571,0,Jet Blue
12.08333333,7.673076923,1.66025641,Jet Blue
11.43560606,11.18181818,2.037878788,Jet Blue
5.648,2.24,0.792,Delta
3.571428571,0,0,Delta
3.996239659,8.758168296,1.10779644,Delta
16.11538462,8.153846154,1.384615385,Delta
6.918367347,6.530612245,1.020408163,Delta
8.006507592,6.125813449,0.3232104121,Delta
4.981818182,2.854545455,0,Delta
2.5,0,0,Delta
19.26923077,6.826923077,0,Delta
11.22857143,7.292857143,0.3571428571,Delta
7.692307692,1.923076923,0,Delta
5.518297872,10.33361702,0.7821276596,Delta
8.047337278,7.112426036,1.159763314,Delta
7.474820144,7.751798561,0.8956834532,Delta
6.444444444,0,0,Delta
5.555555556,1.388888889,0,Delta
3.9375,3.475,0,Delta
9.208480565,8.992932862,0.6325088339,Delta
8.97826087,7.690217391,0.6956521739,Delta
7.142857143,0,0,Delta
2.531628533,4.66756393,0.09825033647,Delta
2.489361702,2.542553191,0.9787234043,Delta
0,7.352941176,0.3088235294,Delta
6.97029703,6.844059406,0.9183168317,Delta
7.762135922,6.069579288,0.3818770227,Delta
5.686956522,6.089855072,0.7217391304,Delta
6.037221381,6.402510279,0.3243886605,Delta
4.965517241,2.655172414,3.120689655,Delta
8.888888889,5.111111111,0,Delta
4.9,11.72820513,0.9641025641,Delta
3.571428571,7.142857143,3.571428571,Delta
16.90789474,12.55263158,1.671052632,Delta
7.958574181,10.00385356,0.6088631985,Delta
14.37037037,4.148148148,0,Delta
4.247191011,4.752808989,2.528089888,Delta
30.71428571,5.035714286,0,Delta
7.217391304,12.80434783,0,Delta
14.96268657,13.46268657,0,Delta
0,0,0,Delta
8.914285714,9.457142857,0,Delta
12.38554217,40.93172691,1.004016064,Delta
0,0,0,Delta
6.115577889,10.98994975,0.5025125628,Delta
5.921875,7.708333333,0.5208333333,Delta
8.986522911,7.013477089,0.7169811321,Delta
3.285714286,7.607142857,3.392857143,Delta
0,20.33333333,0,Delta
5.162162162,4.248648649,0.8405405405,Delta
5.525490196,10.62679739,0.7235294118,Delta
10.8125,26.6875,0,Delta
7.66255144,4.648148148,1.028806584,Delta
6.580918728,3.351943463,0.5406360424,Delta
5.265862611,8.520188778,1.819611956,Delta
1.9375,31.25,0,Delta
10.68571429,6.542857143,1.257142857,Delta
0,0,0,Delta
7.367283951,7.191358025,0.5925925926,Delta
8.949620428,10.67425811,0.5928226363,Delta
5.355140187,7.158878505,1.439252336,Delta
6.228333333,4.771666667,0.4291666667,Delta
24,13.55555556,0,Delta
9.203007519,12.67067669,1.048120301,Delta
10.04675325,10.05714286,0.5402597403,Delta
7.142857143,1.607142857,3.535714286,Delta
13.07575758,7.121212121,0.1262626263,Delta
5.688016113,6.897885196,1.013494461,Delta
8.46325167,6.129175947,0.9086859688,Delta
32.66666667,0.6666666667,0,Delta
3.571428571,0,0,Delta
9.339285714,25.17857143,0,Delta
12.58064516,16.67741935,2.967741935,Delta
